county,month,labor_force,employed,unemployed,unemployment_rate
Cayuga,1993-09,38000,35400,2600,6.7
Chautauqua,1993-09,68000,63600,4300,6.4
Chemung,1993-09,42300,40100,2200,5.2
Chenango,1993-09,24700,23000,1700,7.0
Clinton,1993-09,40700,38000,2700,6.5
Columbia,1993-09,33000,31400,1600,4.7
Cortland,1993-09,24900,23000,1900,7.8
Delaware,1993-09,20900,19600,1300,6.1
Dutchess,1993-09,121800,109500,12300,10.1
Erie,1993-09,466900,437900,29000,6.2
Essex,1993-09,17600,16300,1400,7.7
Franklin,1993-09,21300,19900,1400,6.5
Fulton,1993-09,26700,24800,1900,7.1
Genesee,1993-09,31300,29700,1700,5.3
Greene,1993-09,21500,20000,1600,7.3
Hamilton,1993-09,2500,2400,200,6.4
Herkimer,1993-09,29900,28000,1900,6.4
Jefferson,1993-09,44500,40700,3800,8.6
Kings,1993-09,929900,830900,99000,10.6
Lewis,1993-09,12300,11400,900,7.6
Livingston,1993-09,32800,31200,1500,4.7
Madison,1993-09,35000,33000,2000,5.7
Monroe,1993-09,380900,363700,17300,4.5
Montgomery,1993-09,23700,22200,1500,6.4
Nassau,1993-09,674700,633200,41500,6.1
New York,1993-09,762200,698700,63500,8.3
Niagara,1993-09,106800,99800,6900,6.5
Oneida,1993-09,112600,106600,6000,5.4
Onondaga,1993-09,240900,226800,14100,5.8
Ontario,1993-09,51600,49300,2400,4.6
Orange,1993-09,156700,147400,9300,5.9
Orleans,1993-09,20700,19500,1200,5.7
Oswego,1993-09,57000,52500,4400,7.8
Otsego,1993-09,31500,29900,1600,5.2
Putnam,1993-09,48400,45800,2700,5.5
Queens,1993-09,935000,851100,83900,9.0
Rensselaer,1993-09,81200,77100,4000,5.0
Richmond,1993-09,184100,167000,17100,9.3
Rockland,1993-09,143400,134000,9500,6.6
Saratoga,1993-09,99000,94500,4400,4.5
Schenectady,1993-09,74400,70700,3700,4.9
Schoharie,1993-09,15200,14400,800,5.4
Schuyler,1993-09,8900,8400,500,5.8
Seneca,1993-09,15800,14800,1000,6.1
St. Lawrence,1993-09,51000,46900,4000,7.9
Steuben,1993-09,48400,45700,2700,5.6
Suffolk,1993-09,690800,640700,50200,7.3
Sullivan,1993-09,34300,32000,2200,6.5
Tioga,1993-09,26100,24400,1600,6.3
Tompkins,1993-09,48800,46800,2000,4.2
Ulster,1993-09,82500,76200,6300,7.7
Warren,1993-09,31700,29800,1800,5.7
Washington,1993-09,29100,27500,1600,5.5
Wayne,1993-09,47100,44700,2500,5.3
Westchester,1993-09,438600,414600,24000,5.5
Wyoming,1993-09,21200,19700,1400,6.8
Yates,1993-09,11700,11100,500,4.6
Albany,1993-10,157000,150400,6600,4.2
Allegany,1993-10,23300,21500,1800,7.7
Bronx,1993-10,453300,398700,54600,12.0
Broome,1993-10,102600,95600,6900,6.8
Cattaraugus,1993-10,38800,35600,3100,8.1
Cayuga,1993-10,37900,35500,2400,6.4
Chautauqua,1993-10,68300,64000,4300,6.3
Chemung,1993-10,43100,41000,2100,4.9
Chenango,1993-10,24800,23000,1800,7.4
Clinton,1993-10,40900,37900,3000,7.3
Columbia,1993-10,32800,31200,1600,4.8
Cortland,1993-10,24600,22700,2000,8.0
Delaware,1993-10,21000,19600,1400,6.5
Dutchess,1993-10,122000,110300,11700,9.6
Erie,1993-10,468700,440200,28500,6.1
Essex,1993-10,17500,15900,1600,9.1
Franklin,1993-10,21300,19900,1400,6.6
Fulton,1993-10,26700,24800,1900,7.1
Genesee,1993-10,31700,29800,1900,5.9
Greene,1993-10,21200,19600,1600,7.6
Hamilton,1993-10,2600,2400,200,7.5
Herkimer,1993-10,29900,28000,1900,6.3
Jefferson,1993-10,44300,39900,4400,9.9
Kings,1993-10,941400,836400,105000,11.2
Lewis,1993-10,12200,11200,1000,8.3
Livingston,1993-10,33100,31400,1700,5.1
Madison,1993-10,35100,33100,2100,5.9
Monroe,1993-10,382700,365800,16900,4.4
Montgomery,1993-10,23900,22400,1500,6.2
Nassau,1993-10,676600,637900,38700,5.7
New York,1993-10,772700,703200,69500,9.0
Niagara,1993-10,107400,100400,7000,6.5
Oneida,1993-10,113000,106600,6400,5.7
Onondaga,1993-10,240700,227100,13600,5.7
Ontario,1993-10,52000,49600,2400,4.6
Orange,1993-10,156200,147200,9000,5.7
Orleans,1993-10,20800,19600,1200,5.7
Oswego,1993-10,56900,52600,4300,7.5
Otsego,1993-10,31600,29900,1700,5.4
Putnam,1993-10,48200,45700,2500,5.2
Queens,1993-10,944000,856700,87400,9.3
Rensselaer,1993-10,82200,78000,4200,5.1
Richmond,1993-10,185900,168100,17800,9.6
Rockland,1993-10,143400,134500,8900,6.2
Saratoga,1993-10,100200,95600,4600,4.6
Schenectady,1993-10,75000,71500,3500,4.7
Schoharie,1993-10,15400,14600,900,5.6
Schuyler,1993-10,8900,8400,500,6.0
Seneca,1993-10,15700,14700,1000,6.1
St. Lawrence,1993-10,51600,47300,4300,8.3
Steuben,1993-10,48200,45400,2800,5.9
Suffolk,1993-10,693500,645400,48100,6.9
Sullivan,1993-10,32600,30400,2200,6.8
Tioga,1993-10,26200,24500,1700,6.5
Tompkins,1993-10,49100,47000,2100,4.2
Ulster,1993-10,82800,76700,6100,7.4
Warren,1993-10,31400,29300,2100,6.8
Washington,1993-10,28600,27000,1600,5.7
Wayne,1993-10,47200,44900,2300,4.8
Westchester,1993-10,438700,415500,23200,5.3
Wyoming,1993-10,21200,19700,1500,7.2
Yates,1993-10,12000,11400,500,4.4
Albany,1993-11,157200,151000,6200,3.9
Allegany,1993-11,23400,21500,1900,8.2
Bronx,1993-11,449100,397900,51300,11.4
Broome,1993-11,103100,96300,6900,6.7
Cattaraugus,1993-11,39100,35700,3300,8.5
Cayuga,1993-11,38200,35500,2700,7.0
Chautauqua,1993-11,68200,63600,4600,6.8
Chemung,1993-11,43500,41400,2100,4.9
Chenango,1993-11,25100,23000,2100,8.3
Clinton,1993-11,41000,37900,3100,7.5
Columbia,1993-11,32700,31100,1600,5.0
Cortland,1993-11,24700,22700,2000,8.1
Delaware,1993-11,21000,19600,1500,7.0
Dutchess,1993-11,121500,111100,10400,8.6
Erie,1993-11,469500,441600,27800,5.9
Essex,1993-11,17300,15200,2100,12.2
Franklin,1993-11,21500,19700,1800,8.4
Fulton,1993-11,26800,24900,1900,7.0
Genesee,1993-11,32100,29900,2200,6.7
Greene,1993-11,20700,18900,1800,8.6
Hamilton,1993-11,2700,2300,300,12.4
Herkimer,1993-11,30200,28000,2200,7.2
Jefferson,1993-11,44600,39600,5000,11.1
Kings,1993-11,935400,834500,100900,10.8
Lewis,1993-11,12400,11300,1100,8.7
Livingston,1993-11,33400,31500,1900,5.6
Madison,1993-11,35300,33100,2200,6.3
Monroe,1993-11,383200,366900,16400,4.3
Montgomery,1993-11,24300,22500,1800,7.2
Nassau,1993-11,675600,640100,35500,5.3
New York,1993-11,769800,701700,68100,8.8
Niagara,1993-11,108200,100700,7500,6.9
Oneida,1993-11,113400,106600,6700,5.9
Onondaga,1993-11,240100,227300,12800,5.3
Ontario,1993-11,52200,49700,2500,4.7
Orange,1993-11,155400,146900,8500,5.4
Orleans,1993-11,21000,19700,1400,6.6
Oswego,1993-11,57400,52700,4700,8.2
Otsego,1993-11,31700,29700,2100,6.5
Putnam,1993-11,48100,45800,2300,4.9
Queens,1993-11,939200,854700,84400,9.0
Rensselaer,1993-11,82400,78300,4100,4.9
Richmond,1993-11,184600,167700,16900,9.1
Rockland,1993-11,143700,135600,8100,5.6
Saratoga,1993-11,100600,96000,4600,4.6
Schenectady,1993-11,75100,71800,3300,4.4
Schoharie,1993-11,15600,14600,900,6.1
Schuyler,1993-11,8800,8200,600,6.6
Seneca,1993-11,15600,14600,1000,6.4
St. Lawrence,1993-11,51800,47100,4600,9.0
Steuben,1993-11,48500,45500,2900,6.1
Suffolk,1993-11,694000,647600,46400,6.7
Sullivan,1993-11,32300,29800,2500,7.8
Tioga,1993-11,26400,24600,1800,6.6
Tompkins,1993-11,48800,46900,2000,4.0
Ulster,1993-11,82200,76400,5800,7.1
Warren,1993-11,31500,28700,2800,8.9
Washington,1993-11,28200,26500,1700,5.9
Wayne,1993-11,47600,45100,2500,5.3
Westchester,1993-11,440900,419000,21900,5.0
Wyoming,1993-11,21200,19600,1700,7.9
Yates,1993-11,11900,11300,600,5.0
Albany,1993-12,156700,150400,6300,4.0
Allegany,1993-12,23200,21200,2100,8.9
Bronx,1993-12,446400,398100,48300,10.8
Broome,1993-12,102800,95700,7000,6.8
Cattaraugus,1993-12,38700,35200,3500,9.0
Cayuga,1993-12,37900,35200,2700,7.1
Chautauqua,1993-12,67800,63000,4800,7.0
Chemung,1993-12,43300,41200,2100,4.8
Chenango,1993-12,24800,22700,2100,8.5
Clinton,1993-12,40700,37400,3300,8.2
Columbia,1993-12,32100,30400,1700,5.2
Cortland,1993-12,24300,22200,2100,8.8
Delaware,1993-12,20700,19300,1500,7.1
Dutchess,1993-12,120700,111000,9700,8.0
Erie,1993-12,469000,441300,27700,5.9
Essex,1993-12,17500,15200,2300,12.9
Franklin,1993-12,21400,19300,2100,9.7
Fulton,1993-12,26700,24700,2000,7.3
Genesee,1993-12,32200,29800,2400,7.3
Greene,1993-12,21000,19200,1800,8.8
Hamilton,1993-12,2700,2300,400,14.2
Herkimer,1993-12,30300,27900,2400,8.0
Jefferson,1993-12,44200,38800,5400,12.2
Kings,1993-12,936600,835000,101600,10.8
Lewis,1993-12,12200,10900,1300,10.3
Livingston,1993-12,33500,31400,2100,6.3
Madison,1993-12,35400,32800,2600,7.5
Monroe,1993-12,381800,365500,16300,4.3
Montgomery,1993-12,24300,22500,1900,7.7
Nassau,1993-12,674800,640600,34200,5.1
New York,1993-12,770100,702100,68000,8.8
Niagara,1993-12,108600,100600,8000,7.3
Oneida,1993-12,112500,106200,6300,5.6
Onondaga,1993-12,237400,225100,12200,5.2
Ontario,1993-12,52500,49500,2900,5.6
Orange,1993-12,155100,146600,8500,5.5
Orleans,1993-12,21100,19600,1500,7.0
Oswego,1993-12,57300,52200,5200,9.0
Otsego,1993-12,30600,28500,2100,6.8
Putnam,1993-12,47500,45300,2200,4.6
Queens,1993-12,936900,855300,81600,8.7
Rensselaer,1993-12,82200,78000,4200,5.1
Richmond,1993-12,183400,167800,15600,8.5
Rockland,1993-12,143200,135700,7600,5.3
Saratoga,1993-12,100500,95700,4900,4.8
Schenectady,1993-12,75000,71500,3400,4.6
Schoharie,1993-12,15600,14600,1100,6.8
Schuyler,1993-12,8700,8000,700,7.8
Seneca,1993-12,15500,14500,1000,6.6
St. Lawrence,1993-12,50700,45800,4900,9.7
Steuben,1993-12,48000,44800,3200,6.8
Suffolk,1993-12,693100,648100,45000,6.5
Sullivan,1993-12,31400,28500,2900,9.1
Tioga,1993-12,26300,24500,1800,6.9
Tompkins,1993-12,48300,46300,1900,4.0
Ulster,1993-12,81300,75500,5800,7.1
Warren,1993-12,31700,28500,3200,10.2
Washington,1993-12,28000,26200,1800,6.4
Wayne,1993-12,47700,44900,2800,5.9
Westchester,1993-12,441100,419600,21500,4.9
Wyoming,1993-12,21100,19300,1800,8.6
Yates,1993-12,11800,11100,700,5.8
Albany,1994-01,156200,148800,7400,4.7
Allegany,1994-01,22800,20200,2600,11.4
Bronx,1994-01,447800,395000,52900,11.8
Broome,1994-01,102800,94300,8500,8.3
Cattaraugus,1994-01,40700,36800,4000,9.8
Cayuga,1994-01,38100,34800,3300,8.7
Chautauqua,1994-01,67900,62200,5700,8.4
Chemung,1994-01,43900,41200,2700,6.1
Chenango,1994-01,25300,22700,2600,10.3
Clinton,1994-01,41100,36900,4200,10.2
Columbia,1994-01,32000,30000,2000,6.2
Cortland,1994-01,24700,22200,2500,10.2
Delaware,1994-01,20700,18900,1800,8.6
Dutchess,1994-01,119400,108800,10600,8.9
Erie,1994-01,469900,436700,33200,7.1
Essex,1994-01,17700,15100,2600,14.5
Franklin,1994-01,21500,18800,2700,12.6
Fulton,1994-01,27400,24800,2600,9.6
Genesee,1994-01,32800,29900,2900,8.9
Greene,1994-01,22100,19900,2200,9.9
Hamilton,1994-01,2800,2300,500,17.1
Herkimer,1994-01,30900,28000,3000,9.6
Jefferson,1994-01,44300,38000,6300,14.3
Kings,1994-01,937000,825900,111000,11.9
Lewis,1994-01,12400,10900,1500,12.2
Livingston,1994-01,34600,31800,2800,8.1
Madison,1994-01,35900,32500,3400,9.4
Monroe,1994-01,383300,363800,19500,5.1
Montgomery,1994-01,24800,22300,2500,10.3
Nassau,1994-01,668100,630900,37300,5.6
New York,1994-01,777700,705300,72400,9.3
Niagara,1994-01,110000,99900,10100,9.2
Oneida,1994-01,112900,105400,7500,6.7
Onondaga,1994-01,235800,221700,14100,6.0
Ontario,1994-01,53400,49600,3800,7.0
Orange,1994-01,151200,141500,9700,6.4
Orleans,1994-01,21400,19400,2000,9.5
Oswego,1994-01,57900,51500,6300,10.9
Otsego,1994-01,29500,26800,2700,9.1
Putnam,1994-01,47800,45300,2600,5.4
Queens,1994-01,946600,853400,93200,9.8
Rensselaer,1994-01,82100,77000,5000,6.1
Richmond,1994-01,184800,167700,17200,9.3
Rockland,1994-01,142400,133900,8600,6.0
Saratoga,1994-01,102200,96300,5900,5.8
Schenectady,1994-01,74800,70700,4100,5.5
Schoharie,1994-01,15800,14400,1500,9.2
Schuyler,1994-01,8400,7600,900,10.5
Seneca,1994-01,15600,14300,1300,8.4
St. Lawrence,1994-01,51200,45000,6100,12.0
Steuben,1994-01,48700,44400,4300,8.8
Suffolk,1994-01,690800,639500,51300,7.4
Sullivan,1994-01,31800,28500,3300,10.4
Tioga,1994-01,26700,24500,2200,8.4
Tompkins,1994-01,46800,44500,2300,5.0
Ulster,1994-01,80900,74300,6600,8.1
Warren,1994-01,32300,28700,3600,11.1
Washington,1994-01,28500,26500,2100,7.3
Wayne,1994-01,48900,45100,3800,7.8
Westchester,1994-01,435800,411000,24900,5.7
Wyoming,1994-01,21500,19100,2400,11.0
Yates,1994-01,11600,10700,900,7.4
Albany,1994-02,156600,149100,7500,4.8
Allegany,1994-02,23900,21400,2500,10.6
Bronx,1994-02,449300,397600,51700,11.5
Broome,1994-02,103100,94900,8300,8.0
Cattaraugus,1994-02,41000,37100,3900,9.5
Cayuga,1994-02,38100,34900,3200,8.5
Chautauqua,1994-02,68300,62600,5700,8.3
Chemung,1994-02,43200,40300,2800,6.6
Chenango,1994-02,25100,22600,2500,10.0
Clinton,1994-02,41100,36900,4200,10.2
Columbia,1994-02,32300,30300,1900,6.0
Cortland,1994-02,24900,22400,2500,10.0
Delaware,1994-02,20900,19200,1700,8.2
Dutchess,1994-02,119100,108800,10300,8.7
Erie,1994-02,469100,436300,32800,7.0
Essex,1994-02,17600,15000,2500,14.4
Franklin,1994-02,21800,19100,2700,12.2
Fulton,1994-02,27400,24800,2700,9.7
Genesee,1994-02,32500,29700,2800,8.6
Greene,1994-02,21800,19600,2200,10.1
Hamilton,1994-02,2800,2300,500,16.5
Herkimer,1994-02,30800,27900,2900,9.3
Jefferson,1994-02,44200,37800,6400,14.4
Kings,1994-02,937400,831400,106100,11.3
Lewis,1994-02,12500,10900,1600,12.5
Livingston,1994-02,34300,31600,2600,7.7
Madison,1994-02,35800,32600,3200,8.9
Monroe,1994-02,382300,362400,19800,5.2
Montgomery,1994-02,24800,22300,2500,10.1
Nassau,1994-02,662600,625100,37500,5.7
New York,1994-02,777700,709900,67800,8.7
Niagara,1994-02,110100,99900,10300,9.3
Oneida,1994-02,112900,105300,7700,6.8
Onondaga,1994-02,236500,222300,14200,6.0
Ontario,1994-02,53400,49400,3900,7.4
Orange,1994-02,150800,140900,9800,6.5
Orleans,1994-02,21300,19300,2000,9.5
Oswego,1994-02,58200,51700,6500,11.2
Otsego,1994-02,30800,28200,2600,8.5
Putnam,1994-02,47300,44700,2600,5.6
Queens,1994-02,950900,859000,91900,9.7
Rensselaer,1994-02,82500,77200,5300,6.4
Richmond,1994-02,185400,168800,16700,9.0
Rockland,1994-02,141000,132400,8600,6.1
Saratoga,1994-02,102500,96500,6000,5.8
Schenectady,1994-02,75000,70900,4200,5.5
Schoharie,1994-02,15800,14400,1400,9.0
Schuyler,1994-02,8400,7500,900,10.4
Seneca,1994-02,15500,14300,1300,8.2
St. Lawrence,1994-02,52200,46000,6200,11.9
Steuben,1994-02,48700,44400,4200,8.7
Suffolk,1994-02,686000,633700,52300,7.6
Sullivan,1994-02,31700,28100,3600,11.3
Tioga,1994-02,26900,24600,2300,8.5
Tompkins,1994-02,49400,47200,2300,4.6
Ulster,1994-02,80900,74300,6600,8.2
Warren,1994-02,32300,28800,3600,11.1
Washington,1994-02,28700,26500,2200,7.7
Wayne,1994-02,48700,44900,3800,7.8
Westchester,1994-02,434100,409100,25000,5.8
Wyoming,1994-02,21500,19200,2300,10.9
Yates,1994-02,12000,11100,900,7.6
Albany,1994-03,155400,148400,7000,4.5
Allegany,1994-03,23700,21300,2400,10.2
Bronx,1994-03,450600,400300,50300,11.2
Broome,1994-03,102200,94500,7700,7.5
Cattaraugus,1994-03,40700,37000,3700,9.0
Cayuga,1994-03,37900,34700,3200,8.4
Chautauqua,1994-03,67600,62200,5400,7.9
Chemung,1994-03,43200,40400,2800,6.5
Chenango,1994-03,24800,22500,2300,9.4
Clinton,1994-03,40400,36300,4100,10.1
Columbia,1994-03,32000,30200,1900,5.8
Cortland,1994-03,24300,22000,2300,9.4
Delaware,1994-03,20700,19100,1600,7.8
Dutchess,1994-03,117400,107800,9700,8.2
Erie,1994-03,466900,435700,31200,6.7
Essex,1994-03,17400,14900,2400,14.0
Franklin,1994-03,21500,19000,2500,11.7
Fulton,1994-03,27400,24900,2500,9.1
Genesee,1994-03,32200,29600,2600,8.1
Greene,1994-03,21500,19400,2100,9.6
Hamilton,1994-03,2700,2300,400,16.2
Herkimer,1994-03,30600,27800,2800,9.0
Jefferson,1994-03,43700,37700,6000,13.7
Kings,1994-03,941200,837000,104100,11.1
Lewis,1994-03,12300,10800,1500,12.5
Livingston,1994-03,34000,31500,2500,7.3
Madison,1994-03,35300,32400,2900,8.2
Monroe,1994-03,379600,360500,19100,5.0
Montgomery,1994-03,24600,22200,2400,9.8
Nassau,1994-03,666000,630700,35200,5.3
New York,1994-03,778700,714800,63900,8.2
Niagara,1994-03,109200,99700,9500,8.7
Oneida,1994-03,112100,104800,7300,6.5
Onondaga,1994-03,234800,221200,13500,5.8
Ontario,1994-03,53000,49200,3800,7.1
Orange,1994-03,151000,141300,9700,6.4
Orleans,1994-03,21000,19200,1900,8.8
Oswego,1994-03,57400,51400,6000,10.5
Otsego,1994-03,30600,28100,2500,8.2
Putnam,1994-03,47100,44600,2500,5.3
Queens,1994-03,954400,864900,89500,9.4
Rensselaer,1994-03,81900,76900,5100,6.2
Richmond,1994-03,185500,169900,15600,8.4
Rockland,1994-03,141300,133400,7900,5.6
Saratoga,1994-03,102000,96000,5900,5.8
Schenectady,1994-03,74600,70500,4100,5.5
Schoharie,1994-03,15700,14400,1300,8.5
Schuyler,1994-03,8400,7500,800,9.8
Seneca,1994-03,15400,14100,1300,8.1
St. Lawrence,1994-03,51600,45600,6000,11.6
Steuben,1994-03,48100,44100,4000,8.2
Suffolk,1994-03,688000,639400,48600,7.1
Sullivan,1994-03,31400,28000,3400,10.9
Tioga,1994-03,26700,24500,2200,8.2
Tompkins,1994-03,49100,46800,2200,4.5
Ulster,1994-03,80200,74000,6200,7.7
Warren,1994-03,31900,28400,3500,10.9
Washington,1994-03,28300,26100,2100,7.5
Wayne,1994-03,48300,44700,3600,7.5
Westchester,1994-03,434700,411100,23600,5.4
Wyoming,1994-03,21000,18900,2200,10.3
Yates,1994-03,11900,11100,900,7.2
Albany,1994-04,154900,148600,6300,4.1
Allegany,1994-04,23200,21100,2100,9.1
Bronx,1994-04,445200,398000,47200,10.6
Broome,1994-04,101600,94500,7100,7.0
Cattaraugus,1994-04,39600,36200,3500,8.8
Cayuga,1994-04,37600,34900,2600,7.0
Chautauqua,1994-04,67000,62300,4700,7.0
Chemung,1994-04,42400,39900,2500,5.9
Chenango,1994-04,24700,22600,2100,8.3
Clinton,1994-04,40900,37200,3700,9.1
Columbia,1994-04,32400,30700,1700,5.1
Cortland,1994-04,24200,22200,2100,8.5
Delaware,1994-04,20900,19400,1500,7.0
Dutchess,1994-04,117000,108400,8600,7.4
Erie,1994-04,463300,435100,28200,6.1
Essex,1994-04,17200,14800,2400,14.0
Franklin,1994-04,21600,19200,2400,11.0
Fulton,1994-04,27300,25100,2200,8.1
Genesee,1994-04,31800,29700,2100,6.5
Greene,1994-04,20500,18600,2000,9.6
Hamilton,1994-04,2600,2100,400,16.8
Herkimer,1994-04,30400,28000,2500,8.2
Jefferson,1994-04,43700,38400,5300,12.2
Kings,1994-04,930700,832200,98500,10.6
Lewis,1994-04,12500,11100,1400,11.4
Livingston,1994-04,33700,31600,2100,6.3
Madison,1994-04,35000,32600,2400,6.8
Monroe,1994-04,380900,362400,18500,4.9
Montgomery,1994-04,24400,22200,2200,8.8
Nassau,1994-04,665500,632500,32900,4.9
New York,1994-04,770900,710600,60300,7.8
Niagara,1994-04,108100,99600,8500,7.9
Oneida,1994-04,111800,105400,6400,5.7
Onondaga,1994-04,234800,222700,12200,5.2
Ontario,1994-04,52500,49400,3100,5.9
Orange,1994-04,151100,142400,8700,5.7
Orleans,1994-04,20900,19300,1600,7.9
Oswego,1994-04,57200,51800,5400,9.4
Otsego,1994-04,31000,28900,2200,7.0
Putnam,1994-04,47200,45000,2200,4.6
Queens,1994-04,944200,859800,84300,8.9
Rensselaer,1994-04,81400,76900,4500,5.5
Richmond,1994-04,183700,168900,14800,8.1
Rockland,1994-04,140900,133700,7200,5.1
Saratoga,1994-04,101500,96100,5400,5.3
Schenectady,1994-04,74400,70600,3800,5.2
Schoharie,1994-04,15500,14400,1100,7.3
Schuyler,1994-04,8400,7700,700,8.0
Seneca,1994-04,15400,14400,1100,6.9
St. Lawrence,1994-04,51300,46000,5400,10.5
Steuben,1994-04,48400,45000,3400,7.0
Suffolk,1994-04,683000,641200,41900,6.1
Sullivan,1994-04,31900,29000,2900,9.1
Tioga,1994-04,26500,24500,1900,7.4
Tompkins,1994-04,49200,47200,2000,4.1
Ulster,1994-04,80100,74500,5600,7.0
Warren,1994-04,31800,28700,3200,10.0
Washington,1994-04,28400,26400,2000,6.9
Wayne,1994-04,48300,44900,3400,7.0
Westchester,1994-04,432700,411600,21100,4.9
Wyoming,1994-04,21200,19400,1800,8.6
Yates,1994-04,12200,11400,800,6.2
Albany,1994-05,156000,149800,6100,3.9
Allegany,1994-05,22400,20600,1800,8.0
Bronx,1994-05,443600,400500,43100,9.7
Broome,1994-05,101800,95200,6600,6.5
Cattaraugus,1994-05,40100,36800,3300,8.2
Cayuga,1994-05,37400,35100,2300,6.1
Chautauqua,1994-05,68400,64100,4200,6.2
Chemung,1994-05,42500,40200,2300,5.4
Chenango,1994-05,24800,23000,1800,7.4
Clinton,1994-05,41200,37900,3300,7.9
Columbia,1994-05,33100,31600,1500,4.5
Cortland,1994-05,24300,22600,1800,7.3
Delaware,1994-05,21100,19800,1300,6.1
Dutchess,1994-05,116800,108700,8100,6.9
Erie,1994-05,467600,441300,26400,5.6
Essex,1994-05,17800,16000,1800,10.2
Franklin,1994-05,21600,19800,1800,8.5
Fulton,1994-05,27500,25600,1900,6.9
Genesee,1994-05,31800,29900,1900,5.8
Greene,1994-05,20800,19000,1800,8.4
Hamilton,1994-05,2600,2300,300,11.9
Herkimer,1994-05,30200,28300,1900,6.3
Jefferson,1994-05,44400,40200,4100,9.3
Kings,1994-05,927500,837600,89900,9.7
Lewis,1994-05,12600,11400,1200,9.3
Livingston,1994-05,33700,31800,1900,5.6
Madison,1994-05,34600,32800,1800,5.1
Monroe,1994-05,382800,364700,18200,4.7
Montgomery,1994-05,24200,22400,1800,7.3
Nassau,1994-05,671900,638800,33100,4.9
New York,1994-05,771700,715200,56500,7.3
Niagara,1994-05,108100,101000,7100,6.6
Oneida,1994-05,112300,106800,5500,4.9
Onondaga,1994-05,235700,223800,11900,5.1
Ontario,1994-05,52500,49700,2700,5.2
Orange,1994-05,152500,144300,8200,5.4
Orleans,1994-05,20700,19400,1300,6.3
Oswego,1994-05,56900,52000,4900,8.6
Otsego,1994-05,31300,29600,1700,5.4
Putnam,1994-05,47600,45500,2100,4.4
Queens,1994-05,942700,865400,77300,8.2
Rensselaer,1994-05,81800,77600,4200,5.2
Richmond,1994-05,183500,170000,13500,7.4
Rockland,1994-05,142300,135100,7200,5.1
Saratoga,1994-05,101700,96900,4700,4.6
Schenectady,1994-05,74900,71200,3700,4.9
Schoharie,1994-05,15300,14500,800,5.5
Schuyler,1994-05,8700,8100,500,6.2
Seneca,1994-05,15700,14800,900,5.6
St. Lawrence,1994-05,50800,45900,4900,9.6
Steuben,1994-05,48500,45600,2900,6.0
Suffolk,1994-05,687700,647500,40100,5.8
Sullivan,1994-05,32700,30400,2200,6.9
Tioga,1994-05,26400,24700,1800,6.6
Tompkins,1994-05,49300,47300,2000,4.0
Ulster,1994-05,80900,75800,5200,6.4
Warren,1994-05,32200,29800,2300,7.3
Washington,1994-05,29200,27500,1700,5.9
Wayne,1994-05,48300,45200,3100,6.4
Westchester,1994-05,436900,416800,20200,4.6
Wyoming,1994-05,21700,20100,1700,7.7
Yates,1994-05,12500,11800,600,4.9
Albany,1994-06,158500,152400,6100,3.9
Allegany,1994-06,21900,20200,1700,7.7
Bronx,1994-06,445400,401200,44100,9.9
Broome,1994-06,103100,96300,6900,6.6
Cattaraugus,1994-06,40500,37200,3300,8.1
Cayuga,1994-06,37900,35800,2100,5.6
Chautauqua,1994-06,69300,65100,4200,6.0
Chemung,1994-06,43700,41300,2300,5.3
Chenango,1994-06,25900,23900,2000,7.5
Clinton,1994-06,42000,39000,3000,7.2
Columbia,1994-06,34200,32700,1600,4.6
Cortland,1994-06,24300,22700,1700,6.8
Delaware,1994-06,21800,20400,1300,6.0
Dutchess,1994-06,119000,110800,8300,6.9
Erie,1994-06,474600,446700,27900,5.9
Essex,1994-06,18500,17000,1600,8.4
Franklin,1994-06,21800,20200,1600,7.5
Fulton,1994-06,28600,26600,1900,6.8
Genesee,1994-06,32400,30500,1900,5.7
Greene,1994-06,21800,20100,1700,7.8
Hamilton,1994-06,2600,2500,200,7.2
Herkimer,1994-06,30800,29000,1800,5.8
Jefferson,1994-06,46100,42400,3700,8.0
Kings,1994-06,930600,839100,91600,9.8
