county,month,enrollment
Genesee,2022-04,15177
Greene,2022-04,14373
Hamilton,2022-04,855
Herkimer,2022-04,19375
Jefferson,2022-04,33535
Kings,2022-04,1367451
Lewis,2022-04,6291
Livingston,2022-04,13706
Madison,2022-04,18940
Monroe,2022-04,233783
Montgomery,2022-04,21143
Nassau,2022-04,331235
New York,2022-04,506464
Niagara,2022-04,62743
Oneida,2022-04,82070
Onondaga,2022-04,139321
Ontario,2022-04,26953
Orange,2022-04,131124
Orleans,2022-04,12515
Oswego,2022-04,38342
Otsego,2022-04,15105
Putnam,2022-04,18471
Queens,2022-04,1153858
Rensselaer,2022-04,41061
Richmond,2022-04,180356
Rockland,2022-04,145234
Saratoga,2022-04,42755
Schenectady,2022-04,54921
Schoharie,2022-04,8235
Schuyler,2022-04,4447
Seneca,2022-04,9256
St. Lawrence,2022-04,32471
Steuben,2022-04,29629
Suffolk,2022-04,400388
Sullivan,2022-04,31423
Tioga,2022-04,14025
Tompkins,2022-04,19662
Ulster,2022-04,54868
Warren,2022-04,18135
Washington,2022-04,19439
Wayne,2022-04,25519
Westchester,2022-04,260142
Wyoming,2022-04,9904
Yates,2022-04,5866
Albany,2022-05,79889
Allegany,2022-05,14508
Bronx,2022-05,973374
Broome,2022-05,63329
Cattaraugus,2022-05,25275
Cayuga,2022-05,23068
Chautauqua,2022-05,43847
Chemung,2022-05,31048
Chenango,2022-05,16698
Clinton,2022-05,23006
Columbia,2022-05,17404
Cortland,2022-05,13890
Delaware,2022-05,12121
Dutchess,2022-05,72249
Erie,2022-05,285719
Essex,2022-05,9762
Franklin,2022-05,16553
Fulton,2022-05,17260
Genesee,2022-05,15270
Greene,2022-05,14356
Hamilton,2022-05,865
Herkimer,2022-05,19433
Jefferson,2022-05,33588
Kings,2022-05,1370818
Lewis,2022-05,6321
Livingston,2022-05,13734
Madison,2022-05,19007
Monroe,2022-05,234112
Montgomery,2022-05,21165
Nassau,2022-05,331943
New York,2022-05,506558
Niagara,2022-05,62931
Oneida,2022-05,82193
Onondaga,2022-05,139634
Ontario,2022-05,27035
Orange,2022-05,131557
Orleans,2022-05,12583
Oswego,2022-05,38480
Otsego,2022-05,15126
Putnam,2022-05,18519
Queens,2022-05,1157503
Rensselaer,2022-05,41142
Richmond,2022-05,181102
Rockland,2022-05,145859
Saratoga,2022-05,42734
Schenectady,2022-05,55056
Schoharie,2022-05,8236
Schuyler,2022-05,4460
Seneca,2022-05,9280
St. Lawrence,2022-05,32519
Steuben,2022-05,29725
Suffolk,2022-05,401432
Sullivan,2022-05,31499
Tioga,2022-05,14043
Tompkins,2022-05,19692
Ulster,2022-05,55031
Warren,2022-05,18190
Washington,2022-05,19502
Wayne,2022-05,25597
Westchester,2022-05,260796
Wyoming,2022-05,9911
Yates,2022-05,5859
Albany,2022-06,80250
Allegany,2022-06,14559
Bronx,2022-06,978899
Broome,2022-06,63595
Cattaraugus,2022-06,25396
Cayuga,2022-06,23192
Chautauqua,2022-06,44060
Chemung,2022-06,31252
Chenango,2022-06,16799
Clinton,2022-06,23117
Columbia,2022-06,17492
Cortland,2022-06,13954
Delaware,2022-06,12168
Dutchess,2022-06,72642
Erie,2022-06,287176
Essex,2022-06,9811
Franklin,2022-06,16580
Fulton,2022-06,17349
Genesee,2022-06,15380
Greene,2022-06,14422
Hamilton,2022-06,864
Herkimer,2022-06,19457
Jefferson,2022-06,33747
Kings,2022-06,1378173
Lewis,2022-06,6341
Livingston,2022-06,13760
Madison,2022-06,19105
Monroe,2022-06,235065
Montgomery,2022-06,21263
Nassau,2022-06,333867
New York,2022-06,508656
Niagara,2022-06,63203
Oneida,2022-06,82406
Onondaga,2022-06,140346
Ontario,2022-06,27189
Orange,2022-06,132343
Orleans,2022-06,12653
Oswego,2022-06,38629
Otsego,2022-06,15132
Putnam,2022-06,18618
Queens,2022-06,1164391
Rensselaer,2022-06,41396
Richmond,2022-06,182335
Rockland,2022-06,146724
Saratoga,2022-06,42920
Schenectady,2022-06,55362
Schoharie,2022-06,8274
Schuyler,2022-06,4466
Seneca,2022-06,9315
St. Lawrence,2022-06,32661
Steuben,2022-06,29928
Suffolk,2022-06,403465
Sullivan,2022-06,31676
Tioga,2022-06,14100
Tompkins,2022-06,19856
Ulster,2022-06,55313
Warren,2022-06,18276
Washington,2022-06,19579
Wayne,2022-06,25728
Westchester,2022-06,262290
Wyoming,2022-06,9971
Yates,2022-06,5862
Albany,2022-07,80804
Allegany,2022-07,14608
Bronx,2022-07,984146
Broome,2022-07,63894
Cattaraugus,2022-07,25543
Cayuga,2022-07,23254
Chautauqua,2022-07,44296
Chemung,2022-07,31572
Chenango,2022-07,16857
Clinton,2022-07,23188
Columbia,2022-07,17572
Cortland,2022-07,14025
Delaware,2022-07,12244
Dutchess,2022-07,73031
Erie,2022-07,288511
Essex,2022-07,9835
Franklin,2022-07,16678
Fulton,2022-07,17393
Genesee,2022-07,15505
Greene,2022-07,14444
Hamilton,2022-07,869
Herkimer,2022-07,19551
Jefferson,2022-07,33882
Kings,2022-07,1385422
Lewis,2022-07,6330
Livingston,2022-07,13831
Madison,2022-07,19226
Monroe,2022-07,236213
Montgomery,2022-07,21359
Nassau,2022-07,336001
New York,2022-07,511143
Niagara,2022-07,63461
Oneida,2022-07,82781
Onondaga,2022-07,140893
Ontario,2022-07,27298
Orange,2022-07,133207
Orleans,2022-07,12714
Oswego,2022-07,38760
Otsego,2022-07,15151
Putnam,2022-07,18786
Queens,2022-07,1171503
Rensselaer,2022-07,41572
Richmond,2022-07,183797
Rockland,2022-07,147844
Saratoga,2022-07,43153
Schenectady,2022-07,55744
Schoharie,2022-07,8300
Schuyler,2022-07,4484
Seneca,2022-07,9319
St. Lawrence,2022-07,32866
Steuben,2022-07,30044
Suffolk,2022-07,406080
Sullivan,2022-07,31837
Tioga,2022-07,14174
Tompkins,2022-07,19951
Ulster,2022-07,55641
Warren,2022-07,18403
Washington,2022-07,19666
Wayne,2022-07,25859
Westchester,2022-07,263965
Wyoming,2022-07,10010
Yates,2022-07,5860
Albany,2022-08,81196
Allegany,2022-08,14697
Bronx,2022-08,987783
Broome,2022-08,64095
Cattaraugus,2022-08,25647
Cayuga,2022-08,23332
Chautauqua,2022-08,44338
Chemung,2022-08,31776
Chenango,2022-08,16898
Clinton,2022-08,23273
Columbia,2022-08,17582
Cortland,2022-08,14025
Delaware,2022-08,12296
Dutchess,2022-08,73281
Erie,2022-08,289497
Essex,2022-08,9844
Franklin,2022-08,16704
Fulton,2022-08,17449
Genesee,2022-08,15557
Greene,2022-08,14469
Hamilton,2022-08,872
Herkimer,2022-08,19658
Jefferson,2022-08,33942
Kings,2022-08,1391450
Lewis,2022-08,6336
Livingston,2022-08,13881
Madison,2022-08,19265
Monroe,2022-08,236853
Montgomery,2022-08,21343
Nassau,2022-08,338043
New York,2022-08,513207
Niagara,2022-08,63615
Oneida,2022-08,82986
Onondaga,2022-08,141319
Ontario,2022-08,27369
Orange,2022-08,133872
Orleans,2022-08,12774
Oswego,2022-08,38900
Otsego,2022-08,15198
Putnam,2022-08,18865
Queens,2022-08,1177396
Rensselaer,2022-08,41710
Richmond,2022-08,184982
Rockland,2022-08,148740
Saratoga,2022-08,43307
Schenectady,2022-08,55991
Schoharie,2022-08,8356
Schuyler,2022-08,4495
Seneca,2022-08,9378
St. Lawrence,2022-08,32983
Steuben,2022-08,30209
Suffolk,2022-08,408557
Sullivan,2022-08,31970
Tioga,2022-08,14214
Tompkins,2022-08,20058
Ulster,2022-08,55807
Warren,2022-08,18488
Washington,2022-08,19725
Wayne,2022-08,25964
Westchester,2022-08,265275
Wyoming,2022-08,10097
Yates,2022-08,5881
Albany,2022-09,81827
Allegany,2022-09,14806
Bronx,2022-09,994875
Broome,2022-09,64502
Cattaraugus,2022-09,25832
Cayuga,2022-09,23442
Chautauqua,2022-09,44635
Chemung,2022-09,32091
Chenango,2022-09,17005
Clinton,2022-09,23363
Columbia,2022-09,17682
Cortland,2022-09,14121
Delaware,2022-09,12348
Dutchess,2022-09,73681
Erie,2022-09,291199
Essex,2022-09,9875
Franklin,2022-09,16766
Fulton,2022-09,17560
Genesee,2022-09,15674
Greene,2022-09,14537
Hamilton,2022-09,874
Herkimer,2022-09,19820
Jefferson,2022-09,34174
Kings,2022-09,1400993
Lewis,2022-09,6391
Livingston,2022-09,13994
Madison,2022-09,19441
Monroe,2022-09,238263
Montgomery,2022-09,21497
Nassau,2022-09,340920
New York,2022-09,516728
Niagara,2022-09,63935
Oneida,2022-09,83528
Onondaga,2022-09,142222
Ontario,2022-09,27601
Orange,2022-09,134898
Orleans,2022-09,12867
Oswego,2022-09,39172
Otsego,2022-09,15287
Putnam,2022-09,19053
Queens,2022-09,1187100
Rensselaer,2022-09,42063
Richmond,2022-09,186763
Rockland,2022-09,149968
Saratoga,2022-09,43720
Schenectady,2022-09,56292
Schoharie,2022-09,8449
Schuyler,2022-09,4516
Seneca,2022-09,9396
St. Lawrence,2022-09,33155
Steuben,2022-09,30461
Suffolk,2022-09,411792
Sullivan,2022-09,32309
Tioga,2022-09,14288
Tompkins,2022-09,20215
Ulster,2022-09,56184
Warren,2022-09,18642
Washington,2022-09,19831
Wayne,2022-09,26139
Westchester,2022-09,267110
Wyoming,2022-09,10161
Yates,2022-09,5896
Albany,2022-10,82156
Allegany,2022-10,14866
Bronx,2022-10,999702
Broome,2022-10,64623
Cattaraugus,2022-10,25936
Cayuga,2022-10,23525
Chautauqua,2022-10,44732
Chemung,2022-10,32225
Chenango,2022-10,17000
Clinton,2022-10,23436
Columbia,2022-10,17683
Cortland,2022-10,14112
Delaware,2022-10,12353
Dutchess,2022-10,73781
Erie,2022-10,291746
Essex,2022-10,9914
Franklin,2022-10,16791
Fulton,2022-10,17554
Genesee,2022-10,15747
Greene,2022-10,14552
Hamilton,2022-10,872
Herkimer,2022-10,19870
Jefferson,2022-10,34133
Kings,2022-10,1407111
Lewis,2022-10,6410
Livingston,2022-10,13993
Madison,2022-10,19407
Monroe,2022-10,238688
Montgomery,2022-10,21478
Nassau,2022-10,342266
New York,2022-10,519648
Niagara,2022-10,64014
Oneida,2022-10,83645
Onondaga,2022-10,142503
Ontario,2022-10,27637
Orange,2022-10,135385
Orleans,2022-10,12907
Oswego,2022-10,39231
Otsego,2022-10,15371
Putnam,2022-10,19138
Queens,2022-10,1193814
Rensselaer,2022-10,42048
Richmond,2022-10,188371
Rockland,2022-10,150740
Saratoga,2022-10,43853
Schenectady,2022-10,56548
Schoharie,2022-10,8451
Schuyler,2022-10,4516
Seneca,2022-10,9415
St. Lawrence,2022-10,33163
Steuben,2022-10,30553
Suffolk,2022-10,413150
Sullivan,2022-10,32388
Tioga,2022-10,14288
Tompkins,2022-10,20261
Ulster,2022-10,56432
Warren,2022-10,18669
Washington,2022-10,19858
Wayne,2022-10,26221
Westchester,2022-10,268323
Wyoming,2022-10,10148
Yates,2022-10,5934
Albany,2022-11,82403
Allegany,2022-11,14948
Bronx,2022-11,1003449
Broome,2022-11,64810
Cattaraugus,2022-11,25960
Cayuga,2022-11,23617
Chautauqua,2022-11,44822
Chemung,2022-11,32352
Chenango,2022-11,17018
Clinton,2022-11,23518
Columbia,2022-11,17740
Cortland,2022-11,14140
Delaware,2022-11,12383
Dutchess,2022-11,73921
Erie,2022-11,292372
Essex,2022-11,9928
Franklin,2022-11,16868
Fulton,2022-11,17537
Genesee,2022-11,15753
Greene,2022-11,14644
Hamilton,2022-11,864
Herkimer,2022-11,19908
Jefferson,2022-11,34269
Kings,2022-11,1412550
Lewis,2022-11,6427
Livingston,2022-11,13964
Madison,2022-11,19414
Monroe,2022-11,239391
Montgomery,2022-11,21599
Nassau,2022-11,343724
New York,2022-11,522652
Niagara,2022-11,64183
Oneida,2022-11,83775
Onondaga,2022-11,142734
Ontario,2022-11,27729
Orange,2022-11,136098
Orleans,2022-11,12938
Oswego,2022-11,39321
Otsego,2022-11,15417
Putnam,2022-11,19287
Queens,2022-11,1199860
Rensselaer,2022-11,42104
Richmond,2022-11,189543
Rockland,2022-11,151619
Saratoga,2022-11,44034
Schenectady,2022-11,56733
Schoharie,2022-11,8483
Schuyler,2022-11,4526
Seneca,2022-11,9432
St. Lawrence,2022-11,33299
Steuben,2022-11,30653
Suffolk,2022-11,415083
Sullivan,2022-11,32523
Tioga,2022-11,14353
Tompkins,2022-11,20301
Ulster,2022-11,56697
Warren,2022-11,18764
Washington,2022-11,19936
Wayne,2022-11,26359
Westchester,2022-11,269556
Wyoming,2022-11,10164
Yates,2022-11,5916
Albany,2022-12,83017
Allegany,2022-12,15013
Bronx,2022-12,1009127
Broome,2022-12,65208
Cattaraugus,2022-12,26071
Cayuga,2022-12,23722
Chautauqua,2022-12,44998
Chemung,2022-12,32530
Chenango,2022-12,17057
Clinton,2022-12,23604
Columbia,2022-12,17834
Cortland,2022-12,14188
Delaware,2022-12,12448
Dutchess,2022-12,74493
Erie,2022-12,293656
Essex,2022-12,9947
Franklin,2022-12,16964
Fulton,2022-12,17652
Genesee,2022-12,15816
Greene,2022-12,14711
Hamilton,2022-12,877
Herkimer,2022-12,19974
Jefferson,2022-12,34482
Kings,2022-12,1420931
Lewis,2022-12,6439
Livingston,2022-12,14021
Madison,2022-12,19527
Monroe,2022-12,240797
Montgomery,2022-12,21642
Nassau,2022-12,346409
New York,2022-12,527764
Niagara,2022-12,64483
Oneida,2022-12,84178
Onondaga,2022-12,143336
Ontario,2022-12,27891
Orange,2022-12,137290
Orleans,2022-12,13002
Oswego,2022-12,39529
Otsego,2022-12,15466
Putnam,2022-12,19508
Queens,2022-12,1207745
Rensselaer,2022-12,42288
Richmond,2022-12,191070
Rockland,2022-12,152995
Saratoga,2022-12,44315
Schenectady,2022-12,57020
Schoharie,2022-12,8517
Schuyler,2022-12,4577
Seneca,2022-12,9451
St. Lawrence,2022-12,33408
Steuben,2022-12,30723
Suffolk,2022-12,418247
Sullivan,2022-12,32767
Tioga,2022-12,14443
Tompkins,2022-12,20403
Ulster,2022-12,57035
Warren,2022-12,18893
Washington,2022-12,20096
Wayne,2022-12,26475
Westchester,2022-12,271679
Wyoming,2022-12,10234
Yates,2022-12,5935
Albany,2023-01,83480
Allegany,2023-01,15117
Bronx,2023-01,1014248
Broome,2023-01,65537
Cattaraugus,2023-01,26261
Cayuga,2023-01,23838
Chautauqua,2023-01,45246
Chemung,2023-01,32778
Chenango,2023-01,17179
Clinton,2023-01,23776
Columbia,2023-01,17962
Cortland,2023-01,14316
Delaware,2023-01,12487
Dutchess,2023-01,74994
Erie,2023-01,295385
Essex,2023-01,10016
Franklin,2023-01,17067
Fulton,2023-01,17761
Genesee,2023-01,15935
Greene,2023-01,14829
Hamilton,2023-01,885
Herkimer,2023-01,20041
Jefferson,2023-01,34703
Kings,2023-01,1428895
Lewis,2023-01,6475
Livingston,2023-01,14092
Madison,2023-01,19648
Monroe,2023-01,242159
Montgomery,2023-01,21775
Nassau,2023-01,348946
New York,2023-01,531530
Niagara,2023-01,64871
Oneida,2023-01,84811
Onondaga,2023-01,144014
Ontario,2023-01,28080
Orange,2023-01,138630
Orleans,2023-01,13086
Oswego,2023-01,39848
Otsego,2023-01,15575
Putnam,2023-01,19701
Queens,2023-01,1216094
Rensselaer,2023-01,42539
Richmond,2023-01,192552
Rockland,2023-01,154374
Saratoga,2023-01,44635
Schenectady,2023-01,57285
Schoharie,2023-01,8614
Schuyler,2023-01,4593
Seneca,2023-01,9518
St. Lawrence,2023-01,33565
Steuben,2023-01,30962
Suffolk,2023-01,421328
Sullivan,2023-01,33026
Tioga,2023-01,14545
Tompkins,2023-01,20495
Ulster,2023-01,57486
Warren,2023-01,19063
Washington,2023-01,20225
Wayne,2023-01,26654
Westchester,2023-01,273560
Wyoming,2023-01,10354
Yates,2023-01,5985
Albany,2023-02,83807
Allegany,2023-02,15221
Bronx,2023-02,1017174
Broome,2023-02,65720
Cattaraugus,2023-02,26355
Cayuga,2023-02,23862
Chautauqua,2023-02,45339
Chemung,2023-02,32868
Chenango,2023-02,17210
Clinton,2023-02,23860
Columbia,2023-02,18033
Cortland,2023-02,14350
Delaware,2023-02,12519
Dutchess,2023-02,75226
Erie,2023-02,295878
Essex,2023-02,10021
Franklin,2023-02,17119
Fulton,2023-02,17820
Genesee,2023-02,15907
Greene,2023-02,14837
Hamilton,2023-02,883
Herkimer,2023-02,20069
Jefferson,2023-02,34742
Kings,2023-02,1432844
Lewis,2023-02,6522
Livingston,2023-02,14103
Madison,2023-02,19684
Monroe,2023-02,242481
Montgomery,2023-02,21842
Nassau,2023-02,350706
New York,2023-02,534010
Niagara,2023-02,65087
Oneida,2023-02,85034
Onondaga,2023-02,144143
Ontario,2023-02,28152
Orange,2023-02,139377
Orleans,2023-02,13143
Oswego,2023-02,39976
Otsego,2023-02,15611
Putnam,2023-02,19845
Queens,2023-02,1221600
Rensselaer,2023-02,42637
Richmond,2023-02,193388
Rockland,2023-02,155437
Saratoga,2023-02,44713
Schenectady,2023-02,57480
Schoharie,2023-02,8638
Schuyler,2023-02,4606
Seneca,2023-02,9552
St. Lawrence,2023-02,33676
Steuben,2023-02,31053
Suffolk,2023-02,423123
Sullivan,2023-02,33157
Tioga,2023-02,14612
Tompkins,2023-02,20549
Ulster,2023-02,57638
Warren,2023-02,19139
Washington,2023-02,20296
Wayne,2023-02,26799
Westchester,2023-02,274625
Wyoming,2023-02,10430
Yates,2023-02,6014
Albany,2023-03,84355
Allegany,2023-03,15279
Bronx,2023-03,1023625
Broome,2023-03,66229
Cattaraugus,2023-03,26518
Cayuga,2023-03,24023
Chautauqua,2023-03,45653
Chemung,2023-03,33172
Chenango,2023-03,17312
Clinton,2023-03,24029
Columbia,2023-03,18082
Cortland,2023-03,14467
Delaware,2023-03,12554
Dutchess,2023-03,75712
Erie,2023-03,297305
Essex,2023-03,10081
Franklin,2023-03,17236
Fulton,2023-03,17882
Genesee,2023-03,16033
Greene,2023-03,14922
Hamilton,2023-03,887
Herkimer,2023-03,20192
Jefferson,2023-03,35075
Kings,2023-03,1442028
Lewis,2023-03,6556
Livingston,2023-03,14248
Madison,2023-03,19847
Monroe,2023-03,243745
Montgomery,2023-03,21995
Nassau,2023-03,353587
New York,2023-03,537921
Niagara,2023-03,65346
Oneida,2023-03,85450
Onondaga,2023-03,144878
Ontario,2023-03,28287
Orange,2023-03,140598
Orleans,2023-03,13217
Oswego,2023-03,40287
Otsego,2023-03,15710
Putnam,2023-03,19969
Queens,2023-03,1230780
Rensselaer,2023-03,42852
Richmond,2023-03,195016
Rockland,2023-03,156738
Saratoga,2023-03,44938
Schenectady,2023-03,57858
Schoharie,2023-03,8661
Schuyler,2023-03,4608
Seneca,2023-03,9585
St. Lawrence,2023-03,33856
Steuben,2023-03,31276
Suffolk,2023-03,426537
Sullivan,2023-03,33314
Tioga,2023-03,14698
Tompkins,2023-03,20620
Ulster,2023-03,58036
Warren,2023-03,19233
Washington,2023-03,20345
Wayne,2023-03,26912
Westchester,2023-03,276535
Wyoming,2023-03,10491
Yates,2023-03,6026
Albany,2023-04,84502
Allegany,2023-04,15319
Bronx,2023-04,1027715
Broome,2023-04,66486
Cattaraugus,2023-04,26563
Cayuga,2023-04,24139
Chautauqua,2023-04,45890
Chemung,2023-04,33368
Chenango,2023-04,17342
Clinton,2023-04,24129
Columbia,2023-04,18159
Cortland,2023-04,14553
Delaware,2023-04,12568
Dutchess,2023-04,76051
Erie,2023-04,298297
Essex,2023-04,10152
Franklin,2023-04,17301
Fulton,2023-04,17979
Genesee,2023-04,16048
Greene,2023-04,14983
Hamilton,2023-04,893
Herkimer,2023-04,20189
Jefferson,2023-04,35149
Kings,2023-04,1447871
Lewis,2023-04,6584
Livingston,2023-04,14315
Madison,2023-04,19889
Monroe,2023-04,244639
Montgomery,2023-04,22069
Nassau,2023-04,355567
New York,2023-04,540424
Niagara,2023-04,65537
Oneida,2023-04,85700
Onondaga,2023-04,145377
Ontario,2023-04,28455
Orange,2023-04,141423
Orleans,2023-04,13317
Oswego,2023-04,40464
Otsego,2023-04,15784
Putnam,2023-04,20097
Queens,2023-04,1237792
Rensselaer,2023-04,43062
Richmond,2023-04,195905
Rockland,2023-04,157816
Saratoga,2023-04,45173
Schenectady,2023-04,58088
Schoharie,2023-04,8688
Schuyler,2023-04,4625
Seneca,2023-04,9616
St. Lawrence,2023-04,33989
Steuben,2023-04,31405
Suffolk,2023-04,428598
Sullivan,2023-04,33432
Tioga,2023-04,14761
Tompkins,2023-04,20679
Ulster,2023-04,58319
Warren,2023-04,19360
Washington,2023-04,20462
Wayne,2023-04,26943
Westchester,2023-04,277891
Wyoming,2023-04,10558
Yates,2023-04,6033
Albany,2023-05,84774
Allegany,2023-05,15367
Bronx,2023-05,1030813
Broome,2023-05,66715
Cattaraugus,2023-05,26668
Cayuga,2023-05,24235
Chautauqua,2023-05,46128
Chemung,2023-05,33489
Chenango,2023-05,17425
Clinton,2023-05,24154
Columbia,2023-05,18200
Cortland,2023-05,14615
Delaware,2023-05,12598
Dutchess,2023-05,76300
Erie,2023-05,299434
Essex,2023-05,10197
Franklin,2023-05,17399
Fulton,2023-05,18012
Genesee,2023-05,16123
Greene,2023-05,15082
Hamilton,2023-05,899
Herkimer,2023-05,20281
Jefferson,2023-05,35296
Kings,2023-05,1453752
Lewis,2023-05,6631
Livingston,2023-05,14412
Madison,2023-05,19980
Monroe,2023-05,245343
Montgomery,2023-05,22142
Nassau,2023-05,357644
New York,2023-05,541902
Niagara,2023-05,65720
Oneida,2023-05,85999
Onondaga,2023-05,145871
Ontario,2023-05,28573
Orange,2023-05,142318
Orleans,2023-05,13366
Oswego,2023-05,40561
Otsego,2023-05,15811
Putnam,2023-05,20256
Queens,2023-05,1245148
Rensselaer,2023-05,43254
Richmond,2023-05,196997
Rockland,2023-05,158896
Saratoga,2023-05,45391
Schenectady,2023-05,58357
Schoharie,2023-05,8688
Schuyler,2023-05,4650
Seneca,2023-05,9667
St. Lawrence,2023-05,34089
Steuben,2023-05,31478
Suffolk,2023-05,430815
Sullivan,2023-05,33514
Tioga,2023-05,14812
Tompkins,2023-05,20786
Ulster,2023-05,58590
Warren,2023-05,19417
Washington,2023-05,20530
Wayne,2023-05,27013
Westchester,2023-05,279270
Wyoming,2023-05,10565
Yates,2023-05,6068
Albany,2023-06,85420
Allegany,2023-06,15442
Bronx,2023-06,1036848
Broome,2023-06,67094
Cattaraugus,2023-06,26818
Cayuga,2023-06,24341
Chautauqua,2023-06,46359
Chemung,2023-06,33785
Chenango,2023-06,17522
Clinton,2023-06,24251
Columbia,2023-06,18288
Cortland,2023-06,14737
Delaware,2023-06,12648
Dutchess,2023-06,76811
Erie,2023-06,301125
Essex,2023-06,10247
Franklin,2023-06,17511
Fulton,2023-06,18089
Genesee,2023-06,16258
Greene,2023-06,15146
Hamilton,2023-06,919
Herkimer,2023-06,20372
Jefferson,2023-06,35594
Kings,2023-06,1462621
Lewis,2023-06,6676
Livingston,2023-06,14557
Madison,2023-06,20086
Monroe,2023-06,246647
Montgomery,2023-06,22323
Nassau,2023-06,361041
New York,2023-06,545179
Niagara,2023-06,66181
Oneida,2023-06,86401
Onondaga,2023-06,146666
Ontario,2023-06,28679
Orange,2023-06,143551
Orleans,2023-06,13461
Oswego,2023-06,40790
Otsego,2023-06,15921
Putnam,2023-06,20464
Queens,2023-06,1254738
Rensselaer,2023-06,43440
Richmond,2023-06,198642
Rockland,2023-06,160489
Saratoga,2023-06,45725
Schenectady,2023-06,58736
Schoharie,2023-06,8737
Schuyler,2023-06,4654
Seneca,2023-06,9721
St. Lawrence,2023-06,34303
Steuben,2023-06,31626
Suffolk,2023-06,434547
Sullivan,2023-06,33704
Tioga,2023-06,14927
Tompkins,2023-06,20929
Ulster,2023-06,59007
Warren,2023-06,19509
Washington,2023-06,20697
Wayne,2023-06,27173
Westchester,2023-06,281549
Wyoming,2023-06,10653
Yates,2023-06,6103
Albany,2023-07,84514
Allegany,2023-07,15251
Bronx,2023-07,1027096
Broome,2023-07,66537
Cattaraugus,2023-07,26495
Cayuga,2023-07,24025
Chautauqua,2023-07,45966
Chemung,2023-07,33605
Chenango,2023-07,17287
Clinton,2023-07,24001
Columbia,2023-07,18086
Cortland,2023-07,14507
Delaware,2023-07,12533
Dutchess,2023-07,75856
Erie,2023-07,298114
Essex,2023-07,10122
Franklin,2023-07,17347
Fulton,2023-07,17842
Genesee,2023-07,16117
Greene,2023-07,14997
Hamilton,2023-07,901
Herkimer,2023-07,20159
Jefferson,2023-07,35174
Kings,2023-07,1448944
Lewis,2023-07,6568
Livingston,2023-07,14505
Madison,2023-07,19816
Monroe,2023-07,244219
Montgomery,2023-07,22041
Nassau,2023-07,356108
New York,2023-07,540305
Niagara,2023-07,65457
Oneida,2023-07,85619
Onondaga,2023-07,145190
Ontario,2023-07,28335
Orange,2023-07,142133
Orleans,2023-07,13374
Oswego,2023-07,40376
Otsego,2023-07,15730
Putnam,2023-07,20231
Queens,2023-07,1240777
Rensselaer,2023-07,42848
Richmond,2023-07,196920
Rockland,2023-07,159093
Saratoga,2023-07,45190
Schenectady,2023-07,58093
Schoharie,2023-07,8659
Schuyler,2023-07,4579
Seneca,2023-07,9605
St. Lawrence,2023-07,34026
Steuben,2023-07,31219
Suffolk,2023-07,428164
Sullivan,2023-07,33436
Tioga,2023-07,14785
Tompkins,2023-07,20646
Ulster,2023-07,58332
Warren,2023-07,19273
Washington,2023-07,20493
Wayne,2023-07,26766
Westchester,2023-07,278103
Wyoming,2023-07,10559
Yates,2023-07,6050
Albany,2023-08,83233
Allegany,2023-08,15053
Bronx,2023-08,1017453
Broome,2023-08,65521
Cattaraugus,2023-08,26128
Cayuga,2023-08,23699
Chautauqua,2023-08,45618
Chemung,2023-08,33260
Chenango,2023-08,17082
Clinton,2023-08,23714
Columbia,2023-08,17858
Cortland,2023-08,14271
Delaware,2023-08,12338
Dutchess,2023-08,74567
Erie,2023-08,294663
Essex,2023-08,9997
Franklin,2023-08,17106
Fulton,2023-08,17618
Genesee,2023-08,15881
Greene,2023-08,14843
Hamilton,2023-08,882
Herkimer,2023-08,19840
Jefferson,2023-08,34776
Kings,2023-08,1434584
Lewis,2023-08,6501
Livingston,2023-08,14240
Madison,2023-08,19463
Monroe,2023-08,241056
Montgomery,2023-08,21825
Nassau,2023-08,350597
New York,2023-08,536030
Niagara,2023-08,64524
Oneida,2023-08,84504
Onondaga,2023-08,143083
Ontario,2023-08,27940
Orange,2023-08,140647
Orleans,2023-08,13230
Oswego,2023-08,39917
Otsego,2023-08,15552
Putnam,2023-08,19986
Queens,2023-08,1224904
Rensselaer,2023-08,42313
Richmond,2023-08,195215
Rockland,2023-08,157669
Saratoga,2023-08,44533
Schenectady,2023-08,57216
Schoharie,2023-08,8560
Schuyler,2023-08,4488
Seneca,2023-08,9470
St. Lawrence,2023-08,33642
Steuben,2023-08,30663
Suffolk,2023-08,420928
Sullivan,2023-08,32995
Tioga,2023-08,14556
Tompkins,2023-08,20324
Ulster,2023-08,57525
Warren,2023-08,18956
Washington,2023-08,20188
Wayne,2023-08,26374
Westchester,2023-08,274167
Wyoming,2023-08,10416
Yates,2023-08,5972
Albany,2023-09,82094
Allegany,2023-09,14852
Bronx,2023-09,1007792
Broome,2023-09,64539
Cattaraugus,2023-09,25895
Cayuga,2023-09,23391
Chautauqua,2023-09,45057
Chemung,2023-09,32950
Chenango,2023-09,16808
Clinton,2023-09,23356
Columbia,2023-09,17517
Cortland,2023-09,14141
Delaware,2023-09,12140
Dutchess,2023-09,73418
Erie,2023-09,290881
Essex,2023-09,9833
Franklin,2023-09,16844
Fulton,2023-09,17396
Genesee,2023-09,15698
Greene,2023-09,14660
Hamilton,2023-09,868
Herkimer,2023-09,19542
Jefferson,2023-09,34342
